latitude,longitude,species,H5N1,H5N2,H7N2,H7N8,timestamp,provenance
46.72358200000000,8.668145000000001,Great Tit,1.0,0.0,0.0,0.0,28.10.6090,Wild
47.00824400000000,7.731612000000000,Great Tit,1.0,0.0,0.0,0.0,26.05.7432,Wild
47.70444000000000,8.281343000000000,Chicken,0.0,0.0,1.0,0.0,17.12.7107,Livestock
46.57324000000000,9.393015000000000,Turkey,0.0,0.0,0.0,1.0,27.03.6383,Livestock
46.819012999999998,8.142614000000000,Goose,1.0,0.0,0.0,0.0,25.12.7090,Livestock
47.56899700000000,9.69722100000000,Duck,0.0,0.0,0.0,1.0,10.05.7210,Livestock
46.05622500000000,8.905872000000000,Common Chaffinch,0.0,0.0,1.0,0.0,02.12.7331,Wild
46.08801200000000,8.75191100000000,Great Tit,0.0,0.0,0.0,1.0,22.07.6208,Wild
46.48643700000000,7.86366700000000,Turkey,0.0,1.0,0.0,0.0,20.03.6098,Livestock
46.570323999999999,6.939653000000000,Chicken,1.0,0.0,0.0,0.0,10.08.6128,Livestock
47.73290100000000,10.229212000000000,European Robin,0.0,0.0,0.0,1.0,05.09.6333,Wild
47.45354500000000,6.92662700000000,Chicken,1.0,0.0,0.0,0.0,10.01.6634,Livestock
46.256957999999997,7.4076550000000001,Goose,0.0,0.0,0.0,1.0,13.03.6233,Livestock
46.72330300000000,7.684445000000000,Blackbird,1.0,0.0,0.0,0.0,08.03.6955,Wild
46.87414900000000,9.344231000000001,House Sparrow,0.0,0.0,0.0,1.0,28.05.6825,Wild
46.14389100000000,9.048166000000000,Eurasian Blue Tit,0.0,0.0,0.0,0.0,21.08.7118,Wild
47.58599100000000,6.499840000000000,Eurasian Magpie,0.0,1.0,0.0,0.0,28.11.6954,Wild
46.249039000000003,9.2241510000000,Common Chaffinch,0.0,0.0,1.0,0.0,16.08.6413,Wild
46.54723600000000,10.344829000000001,House Sparrow,0.0,0.0,0.0,1.0,03.09.6192,Wild
46.36376900000000,10.081465000000000,Goose,1.0,0.0,0.0,0.0,09.09.5985,Livestock
46.011471000000000,10.296150000000001,Chicken,0.0,1.0,0.0,0.0,10.08.6830,Livestock
47.373747999999999,7.606055000000000,Turkey,0.0,0.0,,,26.05.6238,Livestock
46.50122100000000,8.27078600000000,Duck,1.0,0.0,0.0,0.0,16.01.7106,Livestock
46.00982600000000,10.255032000000000,Chicken,0.0,,0.0,0.0,29.01.7233,Livestock
46.039594999999998,8.865360000000001,Blackbird,0.0,1.0,0.0,0.0,01.12.7190,Wild
46.05829200000000,7.151708000000000,Turkey,0.0,0.0,1.0,0.0,14.10.6829,Livestock
47.61453200000000,6.9629060000000003,Duck,0.0,0.0,,,29.10.6044,Livestock
46.60815000000000,8.082770000000000,House Sparrow,,0.0,,,30.03.6924,Wild
47.34320200000000,7.335421000000000,Common Chaffinch,0.0,1.0,0.0,0.0,26.03.6898,Wild
47.70606200000000,6.410984000000000,House Sparrow,0.0,1.0,0.0,0.0,08.02.6701,Wild
46.460529000000001,8.984088000000000,Eurasian Blue Tit,1.0,0.0,0.0,0.0,20.09.6578,Wild
46.255322999999997,10.144323999999999,Great Tit,0.0,0.0,1.0,0.0,22.02.7297,Wild
46.61154400000000,7.206224000000000,Turkey,0.0,0.0,0.0,,31.03.6012,Livestock
45.92659900000000,9.765948000000000,House Sparrow,,0.0,,0.0,20.06.7309,Wild
47.72240800000000,6.401289000000000,Eurasian Magpie,,0.0,0.0,,03.10.6564,Wild
46.352493000000003,9.668343999999999,Turkey,0.0,1.0,0.0,0.0,19.09.6647,Livestock
47.04835700000000,6.400774000000000,Duck,,,,,25.11.6016,Livestock
47.31922500000000,8.871524000000001,Blackbird,0.0,0.0,1.0,0.0,21.12.6034,Wild
47.656013999999999,8.77805100000000,Eurasian Magpie,0.0,0.0,1.0,0.0,01.05.6712,Wild
47.72914400000000,9.147149000000001,Eurasian Magpie,0.0,,0.0,,27.10.5972,Wild
47.61485200000000,9.803677000000000,House Sparrow,0.0,0.0,1.0,0.0,15.03.7030,Wild
47.577984000000001,8.90441000000000,Chicken,,,,,24.07.6654,Livestock
47.77482600000000,8.003225000000000,Turkey,0.0,0.0,0.0,1.0,13.03.7122,Livestock
46.31447800000000,6.412311000000000,Blackbird,1.0,0.0,0.0,0.0,31.12.6486,Wild
46.774417000000000,7.700617000000000,Turkey,0.0,0.0,1.0,0.0,24.01.6761,Livestock
46.37299700000000,8.826206000000001,Goose,0.0,0.0,0.0,1.0,02.06.7320,Livestock
46.588634999999996,7.618805000000000,Common Chaffinch,0.0,0.0,1.0,0.0,18.11.6128,Wild
47.34756700000000,7.417616000000000,Blackbird,0.0,1.0,0.0,0.0,08.08.6220,Wild
46.85255600000000,7.091347000000000,Eurasian Blue Tit,0.0,0.0,0.0,1.0,10.12.7009,Wild
47.79472200000000,9.0806140000000,Barn Swallow,0.0,1.0,0.0,0.0,05.01.7192,Wild
46.73987500000000,7.8496090000000001,Goose,0.0,1.0,0.0,0.0,20.01.7086,Livestock
46.87574600000000,9.340992999999999,Common Chaffinch,0.0,0.0,,0.0,22.03.6918,Wild
46.11119700000000,7.97441200000000,Common Chaffinch,0.0,0.0,0.0,1.0,08.10.7105,Wild
47.644964000000002,7.646843000000000,Goose,0.0,0.0,0.0,1.0,04.11.7382,Livestock
47.66704000000000,9.408363000000000,Turkey,,,,0.0,21.09.7398,Livestock
46.87110700000000,7.889424000000000,Goose,0.0,0.0,1.0,0.0,10.05.6718,Livestock
47.49219100000000,9.36308200000000,Blackbird,0.0,0.0,1.0,0.0,31.10.6513,Wild
45.99269800000000,8.894615000000000,European Robin,0.0,0.0,0.0,1.0,02.09.7150,Wild
47.0087820000000,8.000648999999999,Great Tit,0.0,0.0,0.0,1.0,30.12.6532,Wild
46.70899400000000,8.708859000000000,Goose,0.0,0.0,0.0,1.0,28.08.6632,Livestock
47.280388000000002,9.466443999999999,Eurasian Magpie,0.0,0.0,1.0,0.0,18.12.6477,Wild
46.12681600000000,9.702647000000001,Goose,0.0,1.0,0.0,0.0,28.06.6800,Livestock
47.30820700000000,10.135498999999999,Blackbird,1.0,0.0,0.0,0.0,25.07.6631,Wild
47.67458800000000,6.625177000000000,Goose,,0.0,0.0,,23.10.6976,Livestock
47.78039200000000,8.53696900000000,Common Chaffinch,0.0,1.0,0.0,0.0,26.04.6755,Wild
47.43106600000000,6.290394000000000,Eurasian Blue Tit,0.0,0.0,1.0,0.0,13.02.6330,Wild
46.41159700000000,9.646063000000000,Duck,0.0,0.0,0.0,1.0,20.06.6443,Livestock
46.34484500000000,6.82074600000000,Duck,,0.0,0.0,,23.06.6351,Livestock
46.012317000000003,7.164609000000000,Eurasian Blue Tit,0.0,0.0,0.0,0.0,04.11.6375,Wild
47.05860500000000,9.78693000000000,Barn Swallow,0.0,1.0,0.0,0.0,24.01.6761,Wild
47.48690400000000,8.68870700000000,Duck,1.0,0.0,0.0,0.0,24.04.7293,Livestock
46.971120999999997,6.815129000000000,Blackbird,1.0,0.0,0.0,0.0,09.09.6500,Wild
46.371988000000002,7.834360000000000,Goose,0.0,0.0,0.0,0.0,23.02.7156,Livestock
47.663125999999998,6.768503000000000,Chicken,0.0,,,,07.04.6087,Livestock
45.82123300000000,8.108165000000000,Chicken,,0.0,,,14.04.7051,Livestock
46.22566400000000,5.982252000000000,Turkey,0.0,0.0,1.0,0.0,18.11.7017,Livestock
46.761066999999997,8.411080000000000,Goose,0.0,0.0,1.0,0.0,19.03.6518,Livestock
46.38050000000000,8.57471800000000,Common Chaffinch,0.0,0.0,0.0,1.0,16.11.6384,Wild
46.63182500000000,9.883656999999999,Goose,0.0,0.0,0.0,1.0,13.08.7417,Livestock
45.982976999999998,6.847338000000000,Turkey,0.0,0.0,1.0,0.0,07.04.7327,Livestock
45.94713500000000,6.303851000000000,Duck,0.0,0.0,1.0,0.0,26.06.6915,Livestock
46.581732000000002,7.851925000000000,Great Tit,0.0,0.0,0.0,1.0,14.01.6801,Wild
46.2541270000000,9.76545500000000,Barn Swallow,0.0,0.0,0.0,1.0,26.04.6732,Wild
45.91421800000000,5.977358000000000,Common Chaffinch,0.0,0.0,0.0,1.0,02.11.7146,Wild
46.650359999999999,8.706118999999999,Blackbird,0.0,0.0,1.0,0.0,11.01.6775,Wild
47.7242280000000,9.05143300000000,Goose,,,,,27.08.6491,Livestock
46.78781500000000,9.407033999999999,Turkey,0.0,1.0,0.0,0.0,18.09.6506,Livestock
46.04829000000000,10.453854000000000,European Robin,0.0,0.0,0.0,1.0,15.06.6440,Wild
46.31997600000000,9.011441000000000,Chicken,,0.0,,0.0,05.04.6484,Livestock
45.95163300000000,6.479425000000000,European Robin,1.0,0.0,0.0,0.0,18.05.6911,Wild
46.111908999999997,10.240522000000000,Turkey,0.0,0.0,0.0,1.0,27.06.6144,Livestock
46.150705000000002,7.285534000000000,Blackbird,0.0,0.0,0.0,1.0,12.09.6549,Wild
47.05384100000000,8.195442000000000,Eurasian Blue Tit,0.0,0.0,0.0,1.0,05.12.6163,Wild
46.96210800000000,6.0113570000000003,Eurasian Magpie,1.0,0.0,0.0,0.0,30.12.6227,Wild
47.730055000000000,7.907840000000000,Blackbird,0.0,1.0,0.0,0.0,05.08.6171,Wild
46.05842300000000,9.725650000000000,Turkey,,,,,22.03.7433,Livestock
47.272019999999998,9.029267000000001,Duck,1.0,0.0,0.0,0.0,16.03.7007,Livestock
47.1649340000000,8.946979000000001,Great Tit,0.0,0.0,1.0,0.0,12.06.7093,Wild
46.106129000000003,7.224926000000000,European Robin,1.0,0.0,0.0,0.0,17.03.6236,Wild
46.92969900000000,6.019586000000000,Eurasian Magpie,0.0,0.0,0.0,1.0,15.05.6465,Wild
47.722368000000003,10.01241200000000,Great Tit,0.0,0.0,1.0,0.0,01.01.7166,Wild
47.04369200000000,8.497222000000001,Chicken,0.0,0.0,1.0,0.0,16.04.7310,Livestock
46.78321900000000,8.586601000000000,Eurasian Magpie,0.0,1.0,0.0,0.0,26.10.7071,Wild
46.60768100000000,6.433100000000000,Blackbird,0.0,0.0,0.0,,15.04.6982,Wild
47.076959000000002,10.062709000000000,Goose,0.0,0.0,1.0,0.0,02.04.7160,Livestock
47.277490000000000,8.094317000000000,Duck,0.0,0.0,0.0,1.0,18.10.6714,Livestock
47.263316000000003,8.422157000000000,Eurasian Blue Tit,,,0.0,0.0,01.06.6359,Wild
46.61523800000000,6.295681000000000,Blackbird,0.0,1.0,0.0,0.0,17.05.6770,Wild
46.35329000000000,8.753242000000000,Duck,0.0,0.0,0.0,1.0,30.11.7049,Livestock
47.560161999999998,9.247866999999999,Chicken,0.0,0.0,0.0,1.0,07.02.6537,Livestock
46.570320000000002,7.794520000000000,Chicken,,,,,12.04.7097,Livestock
47.62495200000000,6.098927000000000,Chicken,0.0,0.0,1.0,0.0,22.05.6399,Livestock
46.12753800000000,8.969665000000001,Chicken,,0.0,,,28.01.6062,Livestock
46.30848200000000,7.623093000000000,House Sparrow,0.0,0.0,0.0,1.0,13.01.7034,Wild
46.014788000000003,9.843273000000000,Chicken,0.0,1.0,0.0,0.0,23.11.6459,Livestock
46.62963400000000,7.392322000000000,Goose,0.0,1.0,0.0,0.0,02.07.7177,Livestock
47.72702300000000,9.02351200000000,Blackbird,0.0,0.0,0.0,1.0,10.08.6128,Wild
45.96014200000000,7.87587800000000,Common Chaffinch,1.0,0.0,0.0,0.0,26.10.7071,Wild
46.60559000000000,9.770617000000000,Barn Swallow,,,,,21.05.6773,Wild
46.4984320000000,7.0434580000000002,Barn Swallow,0.0,0.0,0.0,1.0,02.04.6294,Wild
47.05696600000000,8.743843999999999,Common Chaffinch,0.0,0.0,0.0,1.0,21.01.6548,Wild
46.20622700000000,7.196062000000000,Chicken,0.0,0.0,1.0,0.0,13.08.7394,Livestock
47.18369400000000,8.901654000000001,Turkey,0.0,0.0,0.0,1.0,02.02.6557,Livestock
47.33586800000000,9.137528000000000,Goose,0.0,0.0,1.0,0.0,19.12.6290,Livestock
47.67951700000000,8.172166000000001,Eurasian Magpie,0.0,0.0,0.0,1.0,12.04.6044,Wild
46.83887200000000,8.895562999999999,Goose,,,0.0,,20.01.6033,Livestock
46.944054999999999,6.008018000000000,House Sparrow,,0.0,,0.0,17.02.7199,Wild
46.45233300000000,7.609994000000000,Eurasian Magpie,0.0,0.0,,,12.11.6545,Wild
46.00999900000000,6.971878000000000,Chicken,,,,0.0,06.05.7020,Livestock
45.9463480000000,9.687862000000001,Great Tit,0.0,0.0,1.0,0.0,13.12.6356,Wild
46.108434000000003,9.876685000000000,Eurasian Magpie,0.0,,0.0,,03.02.6019,Wild
47.636389000000001,9.39948000000000,House Sparrow,,,,,04.08.6217,Wild
46.962674999999997,6.2500419999999997,Eurasian Magpie,0.0,1.0,0.0,0.0,17.03.6259,Wild
47.69138500000000,6.795368000000000,Common Chaffinch,0.0,0.0,0.0,1.0,06.03.7024,Wild
46.00141400000000,9.444400000000000,Barn Swallow,0.0,0.0,,,04.10.6751,Wild
47.03279100000000,9.425039999999999,Chicken,,,0.0,0.0,14.05.6721,Livestock
47.606371000000003,7.375949000000000,Duck,0.0,0.0,0.0,1.0,16.05.7144,Livestock
46.943491000000002,8.929470000000000,Goose,0.0,,,0.0,18.05.6373,Livestock
46.085180999999999,6.168237000000000,Duck,0.0,0.0,1.0,0.0,27.04.6007,Livestock
46.84888900000000,8.857586000000000,Duck,1.0,0.0,0.0,0.0,23.09.7001,Livestock
46.78186200000000,8.414369000000001,Duck,0.0,,0.0,0.0,15.05.7026,Livestock
46.714734000000000,6.595487000000000,Turkey,1.0,0.0,0.0,0.0,27.06.6495,Livestock
46.393791999999998,8.961931999999999,Chicken,0.0,1.0,0.0,0.0,29.05.6123,Livestock
46.314762999999999,8.286769000000000,Duck,0.0,0.0,0.0,,16.01.6873,Livestock
45.8402750000000,6.183823000000000,Turkey,0.0,0.0,0.0,1.0,18.01.7342,Livestock
47.37825100000000,6.8495720000000002,Duck,,0.0,0.0,0.0,22.03.7433,Livestock
46.42855700000000,9.136072000000000,Duck,0.0,0.0,0.0,1.0,18.08.5993,Livestock
47.37224300000000,8.581300000000001,Chicken,0.0,0.0,1.0,0.0,28.06.6964,Livestock
46.40217200000000,7.073578000000000,Duck,0.0,1.0,0.0,0.0,07.01.6772,Livestock
46.90850300000000,7.858601000000000,House Sparrow,0.0,0.0,,,22.07.7074,Wild
45.899259000000001,9.145826000000000,Chicken,1.0,0.0,0.0,0.0,27.10.6487,Livestock
45.81852200000000,7.2076960000000003,Chicken,0.0,1.0,0.0,0.0,06.01.6631,Livestock
47.47739800000000,6.589964000000000,Duck,0.0,0.0,0.0,1.0,22.02.6969,Livestock
46.61176000000000,7.573033000000000,Eurasian Magpie,0.0,0.0,0.0,1.0,02.05.7017,Wild
46.52446000000000,9.594410000000000,Duck,0.0,0.0,1.0,0.0,14.09.6339,Livestock
46.5111060000000,6.229066000000000,Goose,,0.0,,,10.01.6073,Livestock
46.97593300000000,6.887143000000000,Duck,1.0,0.0,0.0,0.0,08.09.7412,Livestock
46.9075980000000,6.258352000000000,Chicken,1.0,0.0,0.0,0.0,20.01.6056,Livestock
47.64241900000000,10.036372999999999,Turkey,0.0,0.0,0.0,0.0,10.04.7353,Livestock
46.95845500000000,8.764383000000000,House Sparrow,0.0,,0.0,0.0,03.12.6888,Wild
45.85350600000000,9.20513000000000,Turkey,1.0,0.0,0.0,0.0,16.01.6194,Livestock
46.01880800000000,7.875166000000000,House Sparrow,0.0,,0.0,0.0,16.04.6421,Wild
46.137307999999997,9.918094999999999,European Robin,0.0,0.0,,,02.08.7293,Wild
45.96492000000000,7.175609000000000,Chicken,0.0,1.0,0.0,0.0,06.07.7016,Livestock
47.310887000000001,8.93451500000000,Blackbird,1.0,0.0,0.0,0.0,20.04.6073,Wild
46.615557000000003,8.065283000000001,Goose,1.0,0.0,0.0,0.0,19.01.6804,Livestock
47.55101900000000,8.629398999999999,Chicken,,0.0,0.0,0.0,19.09.6437,Livestock
46.75063100000000,9.526965000000001,Goose,,,,0.0,29.04.7319,Livestock
47.533945000000003,6.392184000000000,Great Tit,0.0,1.0,0.0,0.0,31.12.6673,Wild
47.15843100000,9.703320000000000,Goose,1.0,0.0,0.0,0.0,14.10.6501,Livestock
47.712397000000003,8.007208000000000,Duck,0.0,0.0,1.0,0.0,21.08.6229,Livestock
45.86939200000000,7.53116800000000,Chicken,1.0,0.0,0.0,0.0,10.08.6128,Livestock
47.10448100000000,9.175458000000001,Chicken,,0.0,0.0,,16.11.7109,Livestock
46.50480800000000,10.224515000000000,Eurasian Magpie,0.0,0.0,0.0,1.0,31.08.7196,Wild
46.56389700000000,6.345981000000000,Blackbird,0.0,0.0,1.0,0.0,17.02.6146,Wild
47.78185100000000,9.637696999999999,European Robin,0.0,1.0,0.0,0.0,27.04.7411,Wild
46.27001800000000,6.598903000000000,House Sparrow,,0.0,,0.0,22.02.7343,Wild
45.96796900000000,6.971310000000000,Chicken,0.0,0.0,1.0,0.0,03.02.6019,Livestock
47.13917400000000,6.285789000000000,Blackbird,,,,0.0,24.08.6278,Wild
47.73382300000000,7.600712000000000,Eurasian Magpie,1.0,0.0,0.0,0.0,22.02.6126,Wild
46.31478700000000,7.809154000000000,Eurasian Magpie,0.0,0.0,1.0,0.0,07.11.6237,Wild
47.25357100000000,8.393746999999999,Duck,0.0,0.0,0.0,0.0,04.05.7253,Livestock
47.334012000000001,7.099082000000000,Common Chaffinch,0.0,0.0,0.0,1.0,10.02.6796,Wild
46.66320300000000,7.82805700000000,Goose,1.0,0.0,0.0,0.0,02.02.6557,Livestock
46.86528400000000,8.819851999999999,Chicken,0.0,0.0,0.0,1.0,22.06.6866,Livestock
45.891609000000003,8.698065000000000,Chicken,1.0,0.0,0.0,0.0,14.12.5982,Livestock
46.3670710000000,7.401434000000000,Blackbird,0.0,,,,21.01.6174,Wild
46.453992999999997,9.406757000000001,Barn Swallow,0.0,0.0,,0.0,09.01.6821,Wild
46.10357900000000,6.526903000000000,Chicken,1.0,0.0,0.0,0.0,22.01.6712,Livestock
47.04970700000000,6.875771000000000,Barn Swallow,,,,,11.05.6462,Wild
47.10637200000000,8.339181000000000,Eurasian Magpie,0.0,0.0,1.0,0.0,21.03.6262,Wild
46.39758600000000,6.643694000000000,Duck,1.0,0.0,0.0,0.0,13.10.6383,Livestock
47.23803200000000,6.235717000000000,Goose,0.0,0.0,0.0,1.0,04.09.6497,Livestock
47.34154600000000,6.0376380000000003,Turkey,0.0,1.0,0.0,0.0,10.11.6099,Livestock
46.68698200000000,8.73726300000000,Great Tit,,,0.0,0.0,05.10.6144,Wild
46.0714220000000,6.611516000000000,Blackbird,0.0,1.0,0.0,0.0,13.03.7263,Wild
46.1728830000000,10.29450200000000,European Robin,,,,,17.01.7037,Wild
46.11993600000000,7.412782000000000,Turkey,0.0,0.0,0.0,1.0,10.03.6722,Livestock
47.36313200000000,10.203512000000000,Duck,0.0,0.0,1.0,0.0,26.01.6833,Livestock
47.42306700000000,10.104602999999999,Blackbird,1.0,0.0,0.0,0.0,24.09.6066,Wild
45.94140800000000,8.227536000000001,Duck,1.0,0.0,0.0,0.0,28.03.7016,Livestock
47.56763600000000,6.671854000000000,Goose,1.0,0.0,0.0,0.0,21.01.6735,Livestock
46.58503000000000,10.348521000000000,House Sparrow,0.0,1.0,0.0,0.0,21.03.6075,Wild
45.986128999999998,8.080166999999999,Chicken,,0.0,0.0,0.0,13.06.6391,Livestock
46.205585999999997,6.768517000000000,Goose,0.0,1.0,0.0,0.0,14.02.6589,Livestock
47.79582400000000,9.283315000000000,Duck,0.0,0.0,1.0,0.0,07.12.7124,Livestock
47.00916000000000,10.256857000000000,House Sparrow,1.0,0.0,0.0,0.0,26.04.6919,Wild
46.83396100000000,9.079993999999999,Duck,0.0,1.0,0.0,0.0,07.02.6537,Livestock
46.42339800000000,9.836230000000000,European Robin,,,0.0,0.0,31.07.6496,Wild
47.031951999999997,6.889338000000000,Duck,0.0,,,0.0,07.12.6586,Livestock
47.207630999999999,7.861990000000000,Turkey,,,0.0,0.0,26.11.6203,Livestock
47.78268600000000,10.459986000000001,Common Chaffinch,1.0,0.0,0.0,0.0,14.08.6833,Wild
46.341656999999998,8.070349999999999,House Sparrow,0.0,,0.0,0.0,20.07.6277,Wild
45.99661500000000,10.38361600000000,Barn Swallow,0.0,0.0,1.0,0.0,21.07.7120,Wild
47.50928700000000,8.403867999999999,Barn Swallow,0.0,0.0,0.0,1.0,05.03.6368,Wild
46.14632700000000,8.20692600000000,Blackbird,,0.0,,,26.04.6755,Wild
47.05596900000000,7.075912000000000,Goose,0.0,0.0,0.0,1.0,08.07.6245,Livestock
47.71635500000000,6.583976000000000,European Robin,0.0,,,0.0,28.03.7180,Wild
45.90205400000000,6.0055220000000000,Blackbird,0.0,1.0,0.0,0.0,27.02.6434,Wild
45.982232000000003,8.291883000000000,Turkey,0.0,0.0,,,05.04.6015,Livestock
45.899715999999998,6.537654000000000,Chicken,0.0,0.0,1.0,0.0,10.03.6371,Livestock
46.12670000000000,9.935237000000001,Chicken,1.0,0.0,0.0,0.0,10.03.6512,Livestock
46.761369000000002,10.228941000000001,House Sparrow,0.0,0.0,,,25.03.7154,Wild
47.512369999999997,9.035931000000000,Barn Swallow,1.0,0.0,0.0,0.0,15.10.6104,Wild
47.2109700000000,7.34950900000000,Blackbird,0.0,1.0,0.0,0.0,17.09.6903,Wild
47.49458200000000,6.962573000000000,Chicken,0.0,,0.0,0.0,27.07.6375,Livestock
46.004691000000001,6.92692800000000,Goose,0.0,0.0,0.0,1.0,19.04.6985,Livestock
47.42168100000000,6.696506000000000,Great Tit,,,0.0,,16.02.6379,Wild
46.23224900000000,8.770940000000000,Turkey,1.0,0.0,0.0,0.0,13.06.6860,Livestock
47.02974500000000,8.552116000000000,Chicken,0.0,,,0.0,14.04.7051,Livestock
47.62290600000000,8.907945000000000,Duck,1.0,0.0,0.0,0.0,08.05.6577,Livestock
46.95045100000000,6.33905100000000,House Sparrow,1.0,0.0,0.0,0.0,12.05.7282,Wild
45.946359999999999,6.598141000000000,Turkey,0.0,0.0,1.0,0.0,27.10.7353,Livestock
47.613697000000002,9.869095000000000,Barn Swallow,,0.0,0.0,0.0,06.03.7188,Wild
47.62443200000000,9.85041900000000,Chicken,1.0,0.0,0.0,0.0,07.10.7315,Livestock
47.69736700000000,8.847158000000000,Eurasian Blue Tit,0.0,0.0,1.0,0.0,05.10.6846,Wild
47.659213999999999,8.695373000000000,Goose,0.0,1.0,0.0,0.0,10.08.6456,Livestock
47.6960680000000,10.481017000000000,Chicken,,,0.0,,05.06.6713,Livestock
46.54471200000000,9.422046000000000,Goose,,,0.0,,21.05.7147,Livestock
46.19353000000000,10.110977999999999,Duck,,0.0,,0.0,23.06.6702,Livestock
46.93975800000000,6.6599979999999999,Blackbird,1.0,0.0,0.0,0.0,18.10.6527,Wild
47.42612000000000,8.488038000000000,Duck,0.0,0.0,0.0,1.0,16.06.6253,Livestock
47.76806000000000,7.244223000000000,Duck,0.0,0.0,1.0,0.0,19.12.7015,Livestock
47.31546900000000,7.57418400000000,Duck,1.0,0.0,0.0,0.0,01.09.6097,Livestock
47.124229999999997,6.403222000000000,Duck,0.0,1.0,0.0,0.0,04.12.6022,Livestock
47.7461060000000,10.177066999999999,Barn Swallow,1.0,0.0,0.0,0.0,18.06.6371,Wild
45.9461360000000,10.121015999999999,Duck,1.0,0.0,0.0,0.0,06.04.6999,Livestock
46.52533000000000,7.434347000000000,Barn Swallow,,,0.0,0.0,31.07.6870,Wild
45.97466100000000,7.299588000000000,Goose,0.0,0.0,1.0,0.0,25.09.6394,Livestock
46.84783200000000,5.986827000000000,Eurasian Blue Tit,,,0.0,,20.05.7288,Wild
46.5419260000000,10.27089700000000,Goose,0.0,0.0,1.0,0.0,02.09.7150,Livestock
46.53007200000000,10.120543000000000,Turkey,1.0,0.0,0.0,0.0,21.11.6738,Livestock
46.67667800000000,8.116201000000000,Barn Swallow,,,0.0,,26.02.6480,Wild
46.076385000000002,8.745583000000000,European Robin,0.0,0.0,0.0,0.0,30.10.6372,Wild
47.452728999999998,6.041306000000000,Chicken,0.0,0.0,1.0,0.0,04.03.6765,Livestock
47.477359000000000,9.528850000000000,Common Chaffinch,0.0,0.0,0.0,1.0,19.07.7189,Wild
47.32325500000000,8.91426800000000,Goose,0.0,0.0,,0.0,09.08.6735,Livestock
47.575198000000,8.3802700000000,Duck,0.0,1.0,0.0,0.0,24.01.7276,Livestock
47.58658700000000,6.8308830000000000,Eurasian Magpie,1.0,0.0,0.0,0.0,26.06.7384,Wild
46.628348000000003,8.486081000000000,European Robin,0.0,1.0,0.0,0.0,05.10.6518,Wild
46.21688300000000,7.284623000000000,House Sparrow,,0.0,,0.0,18.06.7050,Wild
46.52811300000000,6.68958800000000,Turkey,1.0,0.0,0.0,0.0,09.11.6824,Livestock
46.30670100000000,8.001352000000001,European Robin,0.0,0.0,1.0,0.0,19.05.7403,Wild
46.593722999999997,7.4523710000000003,Eurasian Blue Tit,0.0,0.0,1.0,0.0,26.07.7077,Wild
